Latitude,Longitude,축종,발생두수
36.795644,127.8382474,벌-재래종,3
37.7356068,128.2378592,벌-재래종,4
37.5794647,127.8659411,벌-재래종,13
37.5048669,128.4671105,벌-재래종,10
38.1453645,128.1335981,벌-재래종,5
35.7555413,127.0893369,벌-재래종,10
36.6166367,128.2654241,벌-재래종,1
36.6166367,128.2654241,벌-재래종,1
38.0402742,128.0432435,벌-재래종,9
37.5531992,128.4677279,벌-재래종,3
36.6679285,128.5584835,벌-재래종,5
35.6232241,127.3953874,벌-재래종,14
37.4856113,127.8890489,벌-재래종,6
35.4151198,127.7807653,벌-재래종,9
37.8107051,128.2724166,벌-재래종,13
37.3910274,128.9927715,벌-재래종,10
37.7965324,127.7787099,벌-재래종,5
36.7877626,129.2030091,벌-재래종,2
35.4259901,127.3648432,벌-재래종,22
37.9763688,128.0820625,벌-재래종,2
36.9836032,128.468242,벌-개량종,1
37.7183936,127.5757485,벌-재래종,2
38.1453645,128.1335981,벌-재래종,15
35.485308,127.5426539,벌-재래종,2
36.0302856,127.9284691,벌-재래종,2
37.2672498,128.9539575,벌-개량종,80
37.2761431,128.4221375,벌-개량종,200
35.1077764,127.2000409,벌-재래종,16
37.5779448,128.5344673,벌-재래종,8
37.7120915,127.7440552,벌-재래종,10
36.7516478,126.9660455,벌-재래종,1
37.6343265,126.3988995,벌-재래종,2
35.6414668,127.201126,벌-재래종,200
37.0060873,128.9653695,벌-재래종,3
35.9454491,127.3208264,벌-재래종,20
35.8975893,127.3115218,벌-재래종,20
35.5363475,126.8081715,벌-개량종,120
35.4142743,127.3487711,벌-재래종,25
35.4196814,127.6117698,벌-개량종,16
37.6037604,128.3210882,벌-재래종,3
37.6644632,127.6998828,벌-재래종,13
35.6030592,127.596053,벌-재래종,10
35.822442,127.344502,벌-재래종,33
37.5019304,128.7080385,벌-재래종,4
35.9429234,128.9490738,벌-개량종,250
37.6361022,128.3700029,벌-재래종,3
37.017043,128.8162766,벌-재래종,4
36.9576622,127.2127404,벌-재래종,1
35.354195,127.5896257,벌-재래종,2
37.763285,127.5286119,벌-재래종,2
36.8484432,127.9865342,벌-재래종,2
34.3748605,126.6614699,벌-재래종,17
36.4518737,129.4294626,벌-재래종,50
37.1778476,128.7549387,벌-재래종,3
35.354195,127.5896257,벌-재래종,6
37.4261432,126.9184737,벌-개량종,2
35.8134957,127.2866581,벌-재래종,45
37.8764886,128.0984423,벌-재래종,6
37.9429407,127.4806675,벌-재래종,6
37.6685086,127.4860673,벌-재래종,2
37.6617845,127.5291954,벌-재래종,5
35.6269529,129.2847549,벌-재래종,1
36.8992222,128.4537971,벌-재래종,2
35.6232241,127.3953874,벌-재래종,20
34.4722055,127.2029507,벌-재래종,42
35.354195,127.5896257,벌-재래종,2
36.3125036,126.6942481,벌-재래종,1
36.1607314,127.8561939,벌-재래종,30
36.0501173,128.589178,벌-재래종,2
36.0501173,128.589178,벌-재래종,2
37.7803639,127.9135629,벌-재래종,6
35.6019213,127.1434343,벌-재래종,140
37.7952538,127.637333,벌-재래종,5
37.5893415,127.4947634,벌-재래종,2
34.3886384,126.673364,벌-재래종,10
37.866666,128.3416211,벌-재래종,12
37.43714,127.4569735,벌-재래종,2
36.0302856,127.9284691,벌-재래종,1
36.6211096,128.1016145,벌-재래종,10
35.891691,127.3976681,벌-재래종,22
36.9694817,128.7708492,벌-재래종,3
35.9718139,127.4414868,벌-재래종,1
37.3312441,126.7691931,벌-개량종,2
34.810344,127.0284393,벌-재래종,61
35.4758135,126.7550335,벌-개량종,1
37.5893415,127.4947634,벌-재래종,3
37.3264572,127.8461587,벌-재래종,30
36.6211096,128.1016145,벌-재래종,3
35.4402894,127.4044142,벌-재래종,1
37.1981957,127.3366783,벌-재래종,2
37.2807191,127.5134139,벌-개량종,1
37.7803639,127.9135629,벌-재래종,14
36.9694817,128.7708492,벌-재래종,4
36.3616331,128.7962705,벌-재래종,2
36.9576622,127.2127404,벌-재래종,1
37.0529246,128.2095856,벌-재래종,1
36.795644,127.8382474,벌-재래종,2
35.0380394,126.9087248,벌-재래종,40
36.8992222,128.4537971,벌-재래종,7
35.6019213,127.1434343,벌-재래종,27
38.1759283,127.5417197,벌-재래종,5
38.1759283,127.5417197,벌-재래종,15
38.0777327,127.519277,벌-재래종,1
34.8849014,127.3922504,벌-재래종,3
37.8862401,127.2168372,벌-재래종,3
35.7070291,127.1532238,벌-재래종,15
35.6232241,127.3953874,벌-재래종,15
35.6565243,129.1392355,벌-재래종,1
35.5118111,129.0765389,벌-재래종,1
36.7563769,128.4246026,벌-개량종,70
38.0466608,128.3851271,벌-재래종,5
37.8811169,127.5245739,벌-재래종,1
35.6990304,127.590711,벌-재래종,1
37.7228102,127.8432939,벌-재래종,7
37.6654255,127.5054068,벌-재래종,5
37.4684441,128.2208537,벌-재래종,72
38.1886627,128.3651816,벌-재래종,11
36.5763417,128.8070598,벌-재래종,6
36.5475881,128.5452575,벌-재래종,73
37.0161648,128.7315613,벌-재래종,2
38.1175251,127.7190584,벌-개량종,8
38.1933008,127.5902416,벌-개량종,10
38.0777327,127.519277,벌-개량종,5
38.0599182,127.553534,벌-재래종,9
38.1220161,127.5227384,벌-개량종,10
37.8594804,127.7837564,벌-재래종,6
37.0527052,128.1900586,벌-개량종,2
35.0611343,128.4556496,벌-재래종,13
37.3116906,127.3799627,벌-재래종,3
35.0237325,128.0824143,벌-재래종,1
35.354195,127.5896257,벌-재래종,4
36.9833588,127.2304655,벌-재래종,1
37.6814752,127.6318406,벌-재래종,50
37.8228476,127.9549594,벌-재래종,6
37.5991199,127.5944092,벌-개량종,10
36.7047911,128.8286576,벌-재래종,1
36.4034175,129.0243083,벌-재래종,1
37.5710458,127.6416006,벌-재래종,4
37.8764886,128.0984423,벌-재래종,12
37.2534286,128.726245,벌-재래종,1
37.9763688,128.0820625,벌-재래종,2
35.6305091,127.3303778,벌-개량종,60
36.0840588,128.4993854,벌-재래종,8
35.6232241,127.3953874,벌-재래종,10
37.6426333,127.8650768,벌-재래종,2
35.6010073,126.4997293,벌-재래종,3
34.3617495,126.6617565,벌-재래종,1
37.2882089,127.8796149,벌-재래종,1
37.4933412,127.8543931,벌-재래종,2
35.2053772,128.1165386,벌-재래종,55
35.4613511,127.7911938,벌-재래종,2
35.6835943,126.674112,벌-재래종,1
37.2775872,128.0831466,벌-재래종,5
37.694464,128.2708307,벌-재래종,18
37.3116906,127.3799627,벌-재래종,2
37.7267059,126.9116461,벌-재래종,3
35.1077764,127.2000409,벌-재래종,20
35.2938097,127.9227657,벌-재래종,96
36.929005,127.9105637,벌-재래종,1
38.1759283,127.5417197,벌-재래종,20
38.1759283,127.5417197,벌-재래종,4
38.0777327,127.519277,벌-재래종,35
38.1759283,127.5417197,벌-재래종,2
38.1759283,127.5417197,벌-재래종,17
38.1759283,127.5417197,벌-재래종,15
38.1759283,127.5417197,벌-재래종,14
37.2775872,128.0831466,벌-재래종,7
37.8598438,128.1293578,벌-재래종,2
35.4151198,127.7807653,벌-재래종,5
37.2520769,128.7817425,벌-재래종,4
35.4114491,127.382667,벌-재래종,20
36.9691539,127.9232858,벌-재래종,6
35.0146387,127.6844058,벌-재래종,12
37.9429407,127.4806675,벌-재래종,2
37.9429407,127.4806675,벌-재래종,6
36.8484432,127.9865342,벌-재래종,1
34.9918255,127.1324743,벌-재래종,15
34.9908486,126.9213478,벌-재래종,30
37.2775872,128.0831466,벌-재래종,2
37.2775872,128.0831466,벌-재래종,2
36.9448146,128.9381286,벌-재래종,8
35.6490244,128.8541177,벌-재래종,3
35.8703189,127.2653376,벌-재래종,30
37.6418514,127.6530618,벌-재래종,7
37.9872585,128.6295139,벌-재래종,13
36.8992222,128.4537971,벌-재래종,8
37.7524819,127.437941,벌-재래종,1
35.7690276,128.6778895,벌-개량종,2
36.9691539,127.9232858,벌-재래종,13
38.117962,127.0473841,벌-재래종,17
37.6518777,127.74339,벌-재래종,35
36.4616321,128.9410712,벌-재래종,18
37.6535569,127.3319806,벌-재래종,2
35.485308,127.5426539,벌-재래종,4
37.9429407,127.4806675,벌-재래종,1
37.9429407,127.4806675,벌-재래종,1
35.354195,127.5896257,벌-재래종,18
37.8740024,127.909936,벌-재래종,10
37.7610572,127.9813129,벌-재래종,21
37.3728454,128.4052788,벌-재래종,7
36.6211096,128.1016145,벌-재래종,2
37.8229473,128.121852,벌-재래종,5
37.7770615,128.0156889,벌-재래종,2
37.8764886,128.0984423,벌-재래종,32
37.8228476,127.9549594,벌-재래종,4
37.6147161,127.8863288,벌-재래종,9
37.9894237,128.116951,벌-재래종,1
38.0771327,128.1436063,벌-재래종,4
37.4788509,127.7376486,벌-개량종,32
35.8134957,127.2866581,벌-재래종,60
36.9395486,128.7902001,벌-재래종,3
37.8107051,128.2724166,벌-재래종,7
35.4412163,127.4091203,벌-재래종,12
35.1813263,127.173433,벌-재래종,51
35.0117982,126.8818047,벌-재래종,50
35.6745167,127.2863785,벌-재래종,50
38.0777327,127.519277,벌-개량종,7
38.1759283,127.5417197,벌-재래종,3
38.1759283,127.5417197,벌-재래종,1
38.0777327,127.519277,벌-재래종,11
37.4573003,127.893469,벌-재래종,30
37.7492272,127.9215469,벌-재래종,6
37.4338372,128.6710446,벌-개량종,500
35.0146387,127.6844058,벌-재래종,3
35.6990304,127.590711,벌-재래종,1
35.7401886,127.4294129,벌-재래종,1
36.9691539,127.9232858,벌-재래종,8
37.5365529,128.2296884,벌-재래종,2
36.6393275,128.5140897,벌-재래종,7
36.8992222,128.4537971,벌-재래종,6
37.6437711,127.9527749,벌-재래종,5
37.6324523,127.7520913,벌-재래종,20
37.7142062,128.1824685,벌-재래종,5
37.6011843,128.2265769,벌-재래종,6
37.0161648,128.7315613,벌-재래종,7
35.9128626,129.4499391,벌-재래종,5
35.0182672,128.4765665,벌-재래종,30
37.7594062,128.5710184,벌-재래종,1
35.0878407,127.6114145,벌-재래종,11
35.0389006,126.9988465,벌-재래종,64
37.9763688,128.0820625,벌-재래종,4
38.1219556,128.3101926,벌-재래종,4
38.1219556,128.3101926,벌-재래종,1
37.6617845,127.5291954,벌-재래종,9
37.5893415,127.4947634,벌-재래종,1
37.656916,127.6122255,벌-재래종,8
37.6011843,128.2265769,벌-재래종,2
37.5424933,127.6341394,벌-개량종,8
36.8203575,128.6044862,벌-재래종,85
37.5416012,127.4258645,벌-재래종,15
37.4250014,128.2967109,벌-재래종,1
35.1077764,127.2000409,벌-재래종,10
35.6501248,128.7060644,벌-재래종,3
38.1323492,128.2292072,벌-재래종,2
38.05014,128.5452484,벌-재래종,7
35.891691,127.3976681,벌-재래종,2
38.0497615,127.5950284,벌-재래종,3
35.3338086,128.3413471,벌-개량종,10
37.8654744,127.6461186,벌-개량종,30
38.0777327,127.519277,벌-재래종,7
35.2343442,128.8318904,벌-재래종,2
38.0087006,128.1617215,벌-재래종,1
36.3735292,128.9007835,벌-재래종,2
37.6644632,127.6998828,벌-재래종,2
37.6995714,127.8821936,벌-재래종,5
36.6583598,128.8915154,벌-재래종,44
37.7979718,126.3953013,벌-재래종,10
35.1957011,128.4999975,벌-재래종,12
38.0412339,127.0393313,벌-재래종,7
36.9635809,127.9320017,벌-재래종,20
34.5646638,127.148057,벌-재래종,15
35.1917957,126.4357275,벌-재래종,53
35.256597,126.5405597,벌-재래종,81
34.7326998,127.1538776,벌-재래종,42
36.0501173,128.589178,벌-재래종,8
38.1886627,128.3651816,벌-재래종,60
38.1681838,128.1786506,벌-재래종,10
36.8744093,128.8887244,벌-재래종,3
37.6617845,127.5291954,벌-재래종,8
35.5165876,129.2623781,벌-재래종,26
34.3748605,126.6614699,벌-재래종,10
34.3748605,126.6614699,벌-재래종,2
34.3839197,126.6915543,벌-재래종,10
34.3342368,126.6602934,벌-재래종,19
34.3342368,126.6602934,벌-재래종,8
34.3342368,126.6602934,벌-재래종,26
34.3342368,126.6602934,벌-재래종,10
35.0181337,127.6489426,벌-재래종,15
35.0181337,127.6489426,벌-재래종,25
35.0181337,127.6489426,벌-재래종,15
35.1934074,127.2851201,벌-재래종,7
35.1934074,127.2851201,벌-재래종,12
36.954022,127.8155908,벌-개량종,100
36.0697318,128.9922003,벌-개량종,1
37.5313869,127.6928777,벌-재래종,16
37.7285179,128.0376067,벌-재래종,2
38.0815097,127.4702373,벌-재래종,1
35.0611343,128.4556496,벌-재래종,21
34.9730223,127.1427854,벌-재래종,38
37.5107169,127.6332539,벌-재래종,25
35.6990304,127.590711,벌-재래종,1
35.8021674,127.4199564,벌-재래종,8
35.9520031,128.8967307,벌-개량종,400
36.1854956,129.2051557,벌-재래종,3
36.3616331,128.7962705,벌-재래종,1
38.0375603,128.5476157,벌-재래종,20
37.9763688,128.0820625,벌-재래종,40
35.1198717,127.8975375,벌-개량종,70
34.7014878,126.9485704,벌-재래종,70
36.9635809,127.9320017,벌-재래종,10
38.2279577,128.5206485,벌-재래종,1
37.9993658,128.3250403,벌-재래종,5
36.8919819,128.7963456,벌-재래종,2
37.2462508,126.5257313,벌-재래종,10
35.1649004,128.985722,벌-재래종,1
35.1746452,128.9884548,벌-재래종,2
35.693019,127.22746,벌-재래종,1
35.1505106,126.9952503,벌-재래종,1
34.3467695,126.6651876,벌-재래종,1
36.8353368,128.910956,벌-재래종,6
37.4250014,128.2967109,벌-재래종,6
37.2220583,128.8218722,벌-재래종,7
34.3342368,126.6602934,벌-재래종,1
34.3467695,126.6651876,벌-재래종,50
36.0909549,128.4829988,벌-재래종,5
37.4405188,127.8508915,벌-재래종,2
35.8877503,129.4453564,벌-재래종,7
36.9786453,128.85124,벌-재래종,1
37.6654008,126.714036,벌-재래종,1
37.7142062,128.1824685,벌-재래종,3
35.2270487,126.3984685,벌-재래종,11
37.3793844,127.9569719,벌-재래종,13
37.6020683,127.9591221,벌-재래종,5
36.4593809,128.2678457,벌-개량종,150
35.3338895,129.1732717,벌-재래종,6
36.8353368,128.910956,벌-재래종,4
36.4220469,129.1244183,벌-개량종,83
37.8683544,127.0292399,벌-재래종,1
36.6728078,128.2986089,벌-개량종,140
36.03714,128.6111061,벌-재래종,2
35.3000705,127.0618243,벌-재래종,31
37.8140141,128.1452309,벌-재래종,1
38.1886627,128.3651816,벌-재래종,4
37.348768,128.1604644,벌-재래종,6
38.0807,128.5240511,벌-재래종,9
36.7877626,129.2030091,벌-재래종,4
36.2342795,128.5875878,벌-개량종,1
35.9822558,127.3033187,벌-재래종,12
35.7357767,129.4342524,벌-재래종,2
37.4325997,127.6898941,벌-재래종,10
37.8528108,127.0391079,벌-재래종,1
37.6139354,128.1511451,벌-재래종,4
36.8004842,128.7944095,벌-재래종,2
37.7307329,127.1373616,벌-재래종,1
37.6617845,127.5291954,벌-재래종,3
34.4869365,126.2284574,벌-재래종,280
37.3382632,127.9559957,벌-재래종,40
37.3162611,127.8333974,벌-재래종,5
37.4405188,127.8508915,벌-재래종,106
36.2945638,129.0464878,벌-재래종,3
37.6078802,127.7290553,벌-재래종,2
37.6078802,127.7290553,벌-재래종,1
37.1890654,129.0362358,벌-개량종,74
37.2496686,129.0177973,벌-개량종,80
35.1077764,127.2000409,벌-재래종,14
37.3728454,128.4052788,벌-재래종,4
37.9993658,128.3250403,벌-재래종,4
37.831802,126.8173464,벌-개량종,90
36.8484432,127.9865342,벌-재래종,2
35.1077764,127.2000409,벌-재래종,7
35.0878407,127.6114145,벌-재래종,5
37.6644632,127.6998828,벌-재래종,9
38.1453645,128.1335981,벌-재래종,1
37.5059781,129.0900522,벌-재래종,10
37.9151065,128.1387795,벌-재래종,3
37.9763688,128.0820625,벌-재래종,5
38.1453645,128.1335981,벌-재래종,2
38.1453645,128.1335981,벌-재래종,4
38.1453645,128.1335981,벌-재래종,2
37.9993658,128.3250403,벌-재래종,15
37.768125,128.1850253,벌-재래종,3
36.0472497,127.7101074,벌-재래종,78
37.4945468,127.4887109,벌-재래종,3
34.417759,126.5509463,벌-재래종,18
36.2104078,128.1780511,벌-개량종,80
36.4852884,129.046328,벌-재래종,4
36.0501173,128.589178,벌-재래종,4
35.8167838,127.1984944,벌-재래종,50
38.1453645,128.1335981,벌-재래종,5
35.0611343,128.4556496,벌-재래종,38
38.0815097,127.4702373,벌-재래종,2
37.785624,127.5469953,벌-재래종,2
38.1453645,128.1335981,벌-재래종,1
35.4797722,127.698092,벌-재래종,5
35.3310801,127.9113578,벌-재래종,13
37.4863982,127.5902252,벌-재래종,23
37.4863982,127.5902252,벌-재래종,23
37.0060873,128.9653695,벌-재래종,15
38.0412339,127.0393313,벌-재래종,5
36.0793691,127.9792429,벌-개량종,10
36.8484432,127.9865342,벌-재래종,3
36.718176,127.6424775,벌-재래종,1
35.3310801,127.9113578,벌-재래종,5
34.784308,127.109093,벌-재래종,25
37.8624543,128.2199006,벌-개량종,1
35.891691,127.3976681,벌-재래종,1
35.6764888,127.2632347,벌-재래종,18
34.7703449,128.4157739,벌-재래종,16
38.0415585,128.6886217,벌-재래종,2
35.6398854,127.3985765,벌-재래종,7
35.7213202,128.6332771,벌-재래종,1
37.948639,128.3172237,벌-재래종,4
38.0466608,128.3851271,벌-재래종,12
37.3087458,128.3873055,벌-재래종,15
38.0616616,128.6215764,벌-재래종,12
37.2625905,128.9111959,벌-개량종,5
36.668705,128.0171798,벌-재래종,3
36.378131,128.5618083,벌-재래종,1
35.3166025,129.1658062,벌-재래종,1
36.4571359,129.3230741,벌-재래종,10
34.8774854,128.0044561,벌-재래종,6
35.2523976,128.6922326,벌-재래종,10
36.5686008,128.7151174,벌-재래종,1
38.1922602,128.1994956,벌-재래종,1
38.1681838,128.1786506,벌-재래종,5
37.8811169,127.5245739,벌-재래종,1
37.2625905,128.9111959,벌-개량종,17
33.2874612,126.5731538,벌-개량종,1
37.1536019,127.339438,벌-개량종,1
35.142975,128.1495849,벌-재래종,7
38.0616616,128.6215764,벌-재래종,9
35.5239237,129.2886798,벌-재래종,1
35.2128403,127.3399964,벌-재래종,2
35.005055,126.7573618,벌-재래종,2
37.9220961,128.4038892,벌-개량종,30
37.3860959,126.6389202,벌-재래종,7
38.1453645,128.1335981,벌-재래종,2
37.1765396,127.0263059,벌-재래종,1
36.7877626,129.2030091,벌-재래종,7
37.2848222,127.0352449,벌-개량종,3
